"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"114712","NH",33,20230719,"stable",10.43,27.579,16.674,22.127,22.127,17.127,14.127,12.127,10.127,7.137,4.407,2.985,2.385,0.605,0.006,0,0,0,0,0,0.01,0.28,1.258
"114713","NH",33,20230720,"stable",0.02,26.578,13.448,20.013,20.013,15.013,12.013,10.013,8.04,5.361,3.265,2.16,1.684,0.342,0,0,0,0,0,0,0.348,1.253,2.671
"114714","NH",33,20230721,"stable",0.075,26.798,14.205,20.501,20.501,15.502,12.502,10.502,8.506,5.712,3.479,2.319,1.819,0.39,0,0,0,0,0,0,0.211,0.978,2.318
"114715","NH",33,20230722,"stable",14.757,21.774,15.106,18.44,18.44,13.44,10.44,8.44,6.44,3.531,1.378,0.552,0.316,0,0,0,0,0,0,0,0.091,0.938,2.876
"114716","NH",33,20230723,"stable",0.218,24.59,13.079,18.835,18.835,13.835,10.835,8.835,6.849,4.233,2.331,1.367,0.978,0.102,0,0,0,0,0,0,0.398,1.496,3.143
"114717","NH",33,20230724,"stable",0.041,27.155,13.566,20.361,20.361,15.361,12.361,10.361,8.383,5.658,3.532,2.399,1.906,0.455,0.001,0,0,0,0,0,0.297,1.171,2.545
"114718","NH",33,20230725,"stable",3.182,28.45,15.106,21.778,21.778,16.778,13.778,11.778,9.778,6.84,4.404,3.121,2.558,0.8,0.021,0,0,0,0,0,0.062,0.626,1.78
"114719","NH",33,20230726,"stable",1.016,27.531,15.797,21.664,21.664,16.664,13.664,11.664,9.664,6.699,4.139,2.822,2.257,0.572,0.008,0,0,0,0,0,0.035,0.475,1.593
"114720","NH",33,20230727,"stable",0.061,28.338,17.258,22.798,22.799,17.799,14.799,12.798,10.798,7.798,4.994,3.466,2.821,0.869,0.035,0.004,0,0,0,0,0,0.195,1.022
"114721","NH",33,20230728,"stable",12.458,26.54,17.876,22.208,22.208,17.208,14.208,12.208,10.208,7.208,4.322,2.78,2.166,0.594,0.035,0.004,0,0,0,0,0,0.114,0.958
"114722","NH",33,20230729,"stable",0.213,29.554,18.607,24.081,24.081,19.081,16.081,14.081,12.081,9.081,6.124,4.376,3.629,1.364,0.171,0.054,0.007,0,0,0,0,0.043,0.548
"114723","NH",33,20230730,"stable",20.286,27.09,11.347,19.219,19.219,14.218,11.218,9.22,7.338,5.03,3.203,2.2,1.764,0.514,0.021,0.004,0,0,0,0,0.811,1.984,3.545
"114724","NH",33,20230731,"stable",0.035,22.252,10.929,16.591,16.591,11.591,8.591,6.603,4.784,2.707,1.202,0.509,0.284,0,0,0,0,0,0,0,1.116,2.611,4.693
"114725","NJ",34,20230701,"stable",0,28.675,16.987,22.831,22.831,17.831,14.831,12.831,10.831,7.831,5.059,3.551,2.904,0.92,0.013,0,0,0,0,0,0,0.228,1.073
"114726","NJ",34,20230702,"stable",0.881,27.604,20.684,24.144,24.144,19.144,16.144,14.144,12.144,9.144,6.144,4.173,3.255,0.723,0.001,0,0,0,0,0,0,0,0.111
"114727","NJ",34,20230703,"stable",5.065,30.566,21.477,26.022,26.022,21.022,18.022,16.022,14.022,11.022,8.022,6.026,5.076,2.039,0.329,0.125,0.016,0,0,0,0,0,0.054
"114728","NJ",34,20230704,"stable",7.408,31.662,21.268,26.465,26.465,21.465,18.465,16.465,14.465,11.465,8.465,6.465,5.477,2.466,0.611,0.321,0.125,0.015,0,0,0,0,0.012
"114729","NJ",34,20230705,"stable",9.613,29.903,20.52,25.212,25.212,20.212,17.212,15.212,13.212,10.212,7.212,5.221,4.302,1.617,0.17,0.032,0,0,0,0,0,0,0.09
"114730","NJ",34,20230706,"stable",0.727,32.303,20.973,26.638,26.638,21.638,18.638,16.638,14.638,11.638,8.638,6.641,5.681,2.71,0.796,0.471,0.226,0.067,0.006,0,0,0,0.044
"114731","NJ",34,20230707,"stable",0.011,31.893,21.807,26.85,26.85,21.85,18.85,16.85,14.85,11.85,8.85,6.85,5.859,2.65,0.692,0.376,0.152,0.031,0.001,0,0,0,0.008
"114732","NJ",34,20230708,"stable",0.385,30.353,21.616,25.985,25.985,20.985,17.985,15.985,13.985,10.985,7.985,5.985,4.994,1.934,0.259,0.082,0.011,0,0,0,0,0,0.009
"114733","NJ",34,20230709,"stable",2.882,30.37,22.041,26.206,26.206,21.206,18.206,16.206,14.206,11.206,8.206,6.206,5.209,1.997,0.257,0.07,0.004,0,0,0,0,0,0.003
"114734","NJ",34,20230710,"stable",35.229,27.713,20.119,23.916,23.916,18.916,15.916,13.916,11.916,8.916,5.916,3.948,3.073,0.762,0,0,0,0,0,0,0,0,0.158
"114735","NJ",34,20230711,"stable",0.093,29.173,17.112,23.143,23.143,18.143,15.143,13.143,11.143,8.15,5.365,3.815,3.157,1.104,0.035,0,0,0,0,0,0.008,0.222,1.014
"114736","NJ",34,20230712,"stable",0,30.621,18.77,24.696,24.696,19.696,16.696,14.695,12.695,9.695,6.731,4.935,4.161,1.756,0.276,0.089,0.005,0,0,0,0,0.036,0.465
"114737","NJ",34,20230713,"stable",0.003,32.093,20.438,26.265,26.266,21.266,18.266,16.266,14.266,11.266,8.266,6.309,5.395,2.557,0.715,0.405,0.174,0.037,0,0,0,0,0.129
"114738","NJ",34,20230714,"stable",4.57,32.323,22.814,27.568,27.568,22.568,19.568,17.568,15.568,12.568,9.568,7.596,6.65,3.219,0.924,0.549,0.263,0.09,0.012,0,0,0,0.082
"114739","NJ",34,20230715,"stable",9.948,30.317,21.309,25.813,25.813,20.813,17.813,15.813,13.813,10.813,7.813,5.873,4.965,1.929,0.251,0.063,0.001,0,0,0,0,0,0.152
"114740","NJ",34,20230716,"stable",23.07,31.393,22.672,27.032,27.032,22.032,19.032,17.032,15.032,12.032,9.032,7.032,6.036,2.602,0.569,0.264,0.076,0.008,0,0,0,0,0.004
"114741","NJ",34,20230717,"stable",14.376,26.06,21.543,23.801,23.801,18.801,15.801,13.801,11.801,8.801,5.801,3.802,2.842,0.274,0,0,0,0,0,0,0,0,0.041
"114742","NJ",34,20230718,"stable",0.026,30.958,21.248,26.103,26.103,21.103,18.103,16.103,14.103,11.103,8.103,6.157,5.236,2.196,0.424,0.181,0.039,0,0,0,0,0,0.133
"114743","NJ",34,20230719,"stable",6.119,30.015,19.805,24.91,24.91,19.91,16.91,14.91,12.91,9.91,6.915,5.015,4.169,1.613,0.188,0.063,0.007,0,0,0,0,0.006,0.259
"114744","NJ",34,20230720,"stable",4.688,27.336,19.602,23.469,23.469,18.469,15.469,13.469,11.469,8.469,5.469,3.571,2.765,0.581,0,0,0,0,0,0,0,0.001,0.296
"114745","NJ",34,20230721,"stable",10.751,29.137,19.632,24.384,24.384,19.384,16.384,14.384,12.384,9.384,6.384,4.479,3.643,1.228,0.038,0,0,0,0,0,0,0,0.259
"114746","NJ",34,20230722,"stable",0.745,28.77,18.321,23.546,23.545,18.545,15.545,13.546,11.546,8.545,5.624,3.904,3.187,1.031,0.017,0,0,0,0,0,0,0.078,0.642
"114747","NJ",34,20230723,"stable",0,28.166,16.438,22.302,22.302,17.302,14.302,12.302,10.302,7.307,4.589,3.186,2.582,0.73,0,0,0,0,0,0,0.006,0.287,1.28
"114748","NJ",34,20230724,"stable",0.014,30.209,18.38,24.294,24.294,19.294,16.294,14.294,12.294,9.294,6.323,4.589,3.857,1.557,0.19,0.046,0.001,0,0,0,0,0.028,0.562
"114749","NJ",34,20230725,"stable",0.157,29.25,19.017,24.134,24.134,19.134,16.134,14.134,12.134,9.134,6.138,4.301,3.534,1.226,0.036,0.001,0,0,0,0,0,0.004,0.4
"114750","NJ",34,20230726,"stable",12.395,29.262,17.374,23.318,23.318,18.318,15.318,13.318,11.318,8.318,5.409,3.867,3.208,1.138,0.051,0.002,0,0,0,0,0,0.091,0.889
"114751","NJ",34,20230727,"stable",0,30.257,20.555,25.406,25.406,20.406,17.406,15.406,13.406,10.406,7.406,5.469,4.558,1.778,0.221,0.06,0.005,0,0,0,0,0,0.152
"114752","NJ",34,20230728,"stable",1.186,32.951,23.092,28.021,28.021,23.021,20.021,18.021,16.021,13.021,10.021,8.022,7.03,3.495,1.165,0.762,0.436,0.208,0.061,0.004,0,0,0.009
"114753","NJ",34,20230729,"stable",3.375,33.283,22.295,27.789,27.789,22.789,19.789,17.789,15.789,12.789,9.789,7.789,6.789,3.387,1.205,0.811,0.484,0.243,0.084,0.008,0,0,0
"114754","NJ",34,20230730,"stable",5.65,32.024,17.418,24.721,24.721,19.721,16.721,14.721,12.721,9.734,6.895,5.257,4.551,2.229,0.643,0.381,0.19,0.06,0.001,0,0.013,0.174,0.829
"114755","NJ",34,20230731,"stable",0,26.252,14.68,20.466,20.466,15.466,12.466,10.466,8.466,5.582,3.291,2.114,1.613,0.216,0,0,0,0,0,0,0.116,0.825,2.147
"114756","NM",35,20230701,"stable",0.682,31.085,13.428,22.256,22.256,17.256,14.259,12.304,10.432,7.815,5.541,4.251,3.671,1.77,0.558,0.374,0.236,0.135,0.066,0.027,0.559,1.285,2.415
"114757","NM",35,20230702,"stable",0.541,31.501,13.526,22.513,22.514,17.514,14.514,12.535,10.636,7.974,5.671,4.387,3.809,1.892,0.638,0.435,0.283,0.173,0.094,0.048,0.46,1.158,2.296
"114758","NM",35,20230703,"stable",1.912,32.006,13.772,22.889,22.889,17.889,14.889,12.895,10.958,8.271,5.953,4.635,4.043,2.054,0.705,0.477,0.298,0.172,0.085,0.04,0.382,1.064,2.154
"114759","NM",35,20230704,"stable",0.773,32.792,14.098,23.445,23.445,18.445,15.445,13.447,11.485,8.721,6.344,5,4.391,2.322,0.846,0.585,0.372,0.214,0.109,0.047,0.276,0.898,1.946
"114760","NM",35,20230705,"stable",0.085,34.016,15.183,24.6,24.599,19.599,16.599,14.6,12.607,9.748,7.202,5.758,5.107,2.875,1.218,0.902,0.631,0.406,0.231,0.115,0.148,0.603,1.507
"114761","NM",35,20230706,"stable",0.64,33.848,16.154,25.001,25.001,20.001,17.001,15.001,13.02,10.201,7.604,6.062,5.358,3.024,1.366,1.05,0.776,0.544,0.359,0.217,0.2,0.603,1.357
"114762","NM",35,20230707,"stable",0.084,33.705,16.573,25.139,25.139,20.139,17.139,15.139,13.161,10.335,7.725,6.142,5.411,2.991,1.29,0.975,0.703,0.475,0.303,0.184,0.196,0.586,1.272
"114763","NM",35,20230708,"stable",1.293,34.665,16.659,25.662,25.662,20.662,17.662,15.662,13.668,10.792,8.177,6.601,5.872,3.411,1.612,1.267,0.965,0.708,0.498,0.326,0.13,0.515,1.21
"114764","NM",35,20230709,"stable",0.77,33.046,16.149,24.598,24.597,19.597,16.597,14.601,12.627,9.792,7.227,5.703,5.01,2.686,1.07,0.785,0.545,0.361,0.232,0.137,0.194,0.63,1.412
"114765","NM",35,20230710,"stable",0.174,33.853,16.815,25.334,25.334,20.334,17.334,15.334,13.351,10.456,7.818,6.228,5.503,3.083,1.371,1.052,0.779,0.55,0.368,0.229,0.122,0.484,1.169
"114766","NM",35,20230711,"stable",0.838,34.163,18.181,26.172,26.172,21.172,18.172,16.172,14.176,11.223,8.436,6.737,5.953,3.338,1.47,1.119,0.815,0.559,0.364,0.221,0.051,0.264,0.781
"114767","NM",35,20230712,"stable",0.845,35.732,18.39,27.061,27.061,22.061,19.061,17.061,15.061,12.097,9.265,7.533,6.733,4.028,2.017,1.617,1.261,0.955,0.695,0.478,0.036,0.204,0.672
"114768","NM",35,20230713,"stable",1.078,35.487,18.76,27.123,27.123,22.123,19.123,17.123,15.123,12.145,9.298,7.559,6.756,4.013,1.993,1.6,1.253,0.954,0.706,0.499,0.022,0.174,0.632
"114769","NM",35,20230714,"stable",1.659,35.326,18.29,26.808,26.808,21.808,18.808,16.808,14.808,11.849,9.078,7.384,6.594,3.889,1.886,1.491,1.142,0.848,0.605,0.406,0.041,0.27,0.786
"114770","NM",35,20230715,"stable",1.175,35.83,18.105,26.968,26.967,21.968,18.968,16.968,14.968,12.025,9.288,7.597,6.802,4.072,2.03,1.62,1.255,0.932,0.657,0.433,0.058,0.32,0.834
"114771","NM",35,20230716,"stable",3.123,33.91,16.106,25.008,25.008,20.008,17.008,15.008,13.013,10.157,7.549,6.014,5.319,2.984,1.311,0.997,0.726,0.497,0.319,0.183,0.149,0.541,1.311
"114772","NM",35,20230717,"stable",0.017,35.203,16.223,25.713,25.713,20.713,17.713,15.713,13.723,10.866,8.233,6.668,5.95,3.501,1.654,1.284,0.957,0.673,0.436,0.25,0.153,0.52,1.237
"114773","NM",35,20230718,"stable",0.217,37.171,17.582,27.377,27.377,22.377,19.377,17.377,15.377,12.441,9.678,7.973,7.185,4.508,2.435,2.002,1.605,1.244,0.924,0.647,0.065,0.301,0.808
"114774","NM",35,20230719,"stable",0.043,37.567,18.588,28.077,28.077,23.077,20.077,18.077,16.077,13.092,10.215,8.435,7.611,4.831,2.684,2.236,1.825,1.452,1.123,0.838,0.015,0.138,0.534
"114775","NM",35,20230720,"stable",0.638,37.115,18.689,27.902,27.902,22.902,19.903,17.903,15.903,12.915,10.055,8.279,7.458,4.674,2.556,2.119,1.723,1.369,1.06,0.796,0.012,0.152,0.556
"114776","NM",35,20230721,"stable",0.327,35.721,18.049,26.885,26.885,21.885,18.885,16.885,14.885,11.912,9.112,7.403,6.614,3.957,1.972,1.576,1.222,0.912,0.647,0.43,0.027,0.227,0.729
"114777","NM",35,20230722,"stable",2.379,33.91,17.07,25.49,25.49,20.49,17.49,15.49,13.495,10.576,7.901,6.304,5.575,3.141,1.429,1.103,0.82,0.582,0.391,0.247,0.086,0.411,1.085
"114778","NM",35,20230723,"stable",2.073,32.709,16.235,24.472,24.472,19.472,16.472,14.472,12.485,9.612,7.021,5.493,4.801,2.504,0.912,0.631,0.401,0.232,0.117,0.05,0.14,0.549,1.329
"114779","NM",35,20230724,"stable",0.038,34.029,16.252,25.141,25.141,20.141,17.141,15.141,13.146,10.246,7.603,6.062,5.359,2.996,1.256,0.922,0.635,0.404,0.231,0.118,0.106,0.463,1.219
"114780","NM",35,20230725,"stable",0.106,35.922,17.686,26.804,26.804,21.804,18.804,16.804,14.804,11.844,9.042,7.352,6.575,3.963,1.978,1.575,1.211,0.889,0.616,0.397,0.04,0.238,0.771
"114781","NM",35,20230726,"stable",0.194,36.294,18.17,27.232,27.232,22.232,19.232,17.232,15.232,12.259,9.428,7.683,6.88,4.192,2.147,1.729,1.35,1.013,0.723,0.486,0.027,0.195,0.648
"114782","NM",35,20230727,"stable",0.508,36.311,18.192,27.252,27.252,22.252,19.252,17.252,15.252,12.283,9.453,7.696,6.891,4.21,2.171,1.755,1.379,1.046,0.76,0.521,0.031,0.202,0.639
"114783","NM",35,20230728,"stable",0.785,35.349,17.783,26.566,26.566,21.566,18.566,16.566,14.566,11.603,8.823,7.118,6.34,3.748,1.809,1.424,1.082,0.789,0.548,0.35,0.037,0.257,0.774
"114784","NM",35,20230729,"stable",0.426,34.981,17.504,26.243,26.243,21.243,18.243,16.243,14.243,11.305,8.556,6.881,6.115,3.56,1.664,1.291,0.962,0.68,0.448,0.264,0.062,0.313,0.872
"114785","NM",35,20230730,"stable",0.723,34.474,17.406,25.94,25.94,20.94,17.94,15.94,13.941,10.991,8.21,6.557,5.816,3.315,1.476,1.12,0.811,0.555,0.348,0.195,0.051,0.269,0.875
"114786","NM",35,20230731,"stable",0.447,33.007,16.59,24.798,24.798,19.798,16.798,14.798,12.801,9.906,7.232,5.66,4.957,2.629,0.986,0.694,0.453,0.264,0.129,0.044,0.108,0.434,1.159
"114787","NV",32,20230701,"stable",0,30.341,12.204,21.273,21.273,16.273,13.273,11.33,9.487,7.003,4.95,3.763,3.221,1.428,0.361,0.214,0.12,0.073,0.048,0.028,0.731,1.677,2.948
"114788","NV",32,20230702,"stable",0,33.068,14.117,23.592,23.592,18.592,15.592,13.592,11.651,8.917,6.587,5.248,4.63,2.494,0.962,0.689,0.473,0.299,0.176,0.105,0.325,0.994,2.038
"114789","NV",32,20230703,"stable",0.003,34.084,15.564,24.824,24.824,19.824,16.824,14.824,12.83,10.01,7.473,6.02,5.357,3.047,1.327,1,0.723,0.506,0.332,0.209,0.186,0.649,1.533
"114790","NV",32,20230704,"stable",0,33.258,15.299,24.279,24.279,19.279,16.279,14.279,12.29,9.471,6.991,5.586,4.943,2.714,1.086,0.793,0.563,0.388,0.265,0.179,0.192,0.712,1.664
"114791","NV",32,20230705,"stable",0.006,31.125,13.994,22.56,22.56,17.559,14.559,12.59,10.676,7.969,5.66,4.358,3.764,1.778,0.512,0.327,0.197,0.109,0.063,0.039,0.409,1.1,2.205
"114792","NV",32,20230706,"stable",0.006,31.477,13.084,22.28,22.281,17.281,14.286,12.34,10.454,7.83,5.629,4.366,3.787,1.852,0.585,0.386,0.235,0.134,0.078,0.048,0.549,1.348,2.506
"114793","NV",32,20230707,"stable",0.047,31.394,13.779,22.586,22.586,17.586,14.586,12.586,10.633,7.915,5.656,4.364,3.773,1.805,0.502,0.315,0.18,0.102,0.062,0.04,0.329,1.069,2.187
"114794","NV",32,20230708,"stable",0.046,30.931,13.813,22.372,22.372,17.372,14.372,12.372,10.413,7.687,5.433,4.15,3.564,1.636,0.407,0.24,0.128,0.072,0.044,0.025,0.315,1.061,2.192
"114795","NV",32,20230709,"stable",0,31.407,13.717,22.562,22.562,17.562,14.562,12.562,10.595,7.88,5.63,4.342,3.752,1.795,0.489,0.304,0.17,0.097,0.063,0.041,0.318,1.068,2.19
"114796","NV",32,20230710,"stable",0,32.038,13.284,22.661,22.661,17.661,14.661,12.661,10.689,8.043,5.849,4.573,3.984,1.995,0.617,0.39,0.229,0.126,0.066,0.036,0.383,1.188,2.323
"114797","NV",32,20230711,"stable",0,31.328,12.741,22.035,22.035,17.035,14.035,12.035,10.092,7.559,5.447,4.219,3.653,1.741,0.479,0.293,0.174,0.114,0.076,0.051,0.524,1.413,2.618
"114798","NV",32,20230712,"stable",0,32.025,13.166,22.595,22.595,17.595,14.595,12.6,10.689,8.122,5.944,4.68,4.098,2.083,0.673,0.445,0.282,0.173,0.112,0.074,0.527,1.348,2.503
"114799","NV",32,20230713,"stable",0,32.04,13.362,22.701,22.701,17.701,14.701,12.708,10.798,8.208,6.008,4.734,4.148,2.123,0.698,0.464,0.297,0.189,0.123,0.079,0.507,1.306,2.447
"114800","NV",32,20230714,"stable",0,32.373,13.62,22.997,22.997,17.996,14.997,12.999,11.07,8.438,6.2,4.907,4.312,2.254,0.817,0.585,0.409,0.283,0.189,0.126,0.441,1.203,2.315
"114801","NV",32,20230715,"stable",0.011,33.857,14.457,24.157,24.157,19.157,16.157,14.157,12.208,9.47,7.101,5.727,5.096,2.89,1.271,0.978,0.729,0.519,0.352,0.232,0.313,0.944,1.939
"114802","NV",32,20230716,"stable",0.001,36.515,15.713,26.114,26.114,21.114,18.114,16.114,14.126,11.304,8.733,7.23,6.54,4.096,2.161,1.764,1.403,1.081,0.808,0.582,0.19,0.619,1.426
"114803","NV",32,20230717,"stable",0,37.884,17.094,27.489,27.489,22.489,19.489,17.489,15.489,12.543,9.804,8.189,7.45,4.838,2.718,2.272,1.861,1.484,1.142,0.84,0.055,0.315,0.961
"114804","NV",32,20230718,"stable",0.128,35.236,18.809,27.022,27.022,22.022,19.022,17.022,15.023,12.028,9.164,7.419,6.626,3.939,1.883,1.476,1.116,0.81,0.565,0.38,0.006,0.141,0.604
"114805","NV",32,20230719,"stable",1.405,33.958,17.07,25.514,25.514,20.514,17.514,15.514,13.514,10.574,7.901,6.339,5.63,3.206,1.372,1.026,0.736,0.507,0.333,0.206,0.061,0.387,1.116
"114806","NV",32,20230720,"stable",1.093,31.942,16.115,24.029,24.029,19.029,16.029,14.029,12.03,9.176,6.627,5.187,4.54,2.351,0.857,0.626,0.437,0.293,0.201,0.143,0.147,0.598,1.511
"114807","NV",32,20230721,"stable",0.088,34.205,15.583,24.894,24.894,19.894,16.894,14.894,12.899,10.078,7.571,6.128,5.468,3.165,1.398,1.061,0.775,0.544,0.36,0.227,0.184,0.677,1.574
"114808","NV",32,20230722,"stable",0.011,36.114,16.631,26.373,26.373,21.373,18.373,16.372,14.372,11.461,8.83,7.276,6.558,4.057,2.071,1.666,1.301,0.976,0.7,0.48,0.088,0.458,1.185
"114809","NV",32,20230723,"stable",0.026,36.876,17.348,27.112,27.112,22.112,19.112,17.112,15.112,12.145,9.418,7.802,7.055,4.455,2.369,1.938,1.543,1.188,0.873,0.606,0.034,0.306,0.943
"114810","NV",32,20230724,"stable",0.041,35.629,18.18,26.904,26.904,21.904,18.904,16.904,14.904,11.904,9.038,7.343,6.582,3.959,1.916,1.506,1.138,0.815,0.541,0.328,0,0.134,0.678
"114811","NV",32,20230725,"stable",0.381,31.826,15.241,23.533,23.533,18.533,15.533,13.534,11.537,8.757,6.361,4.973,4.343,2.211,0.757,0.542,0.373,0.245,0.167,0.114,0.224,0.827,1.809
"114812","NV",32,20230726,"stable",0.016,33.364,14.55,23.957,23.958,18.957,15.957,13.957,11.994,9.336,6.979,5.593,4.961,2.767,1.121,0.82,0.578,0.397,0.264,0.175,0.379,1.021,2.003
"114813","NV",32,20230727,"stable",0.027,33.963,15.854,24.908,24.908,19.908,16.908,14.908,12.908,10.047,7.543,6.078,5.408,3.089,1.32,0.984,0.7,0.476,0.308,0.194,0.139,0.634,1.5
"114814","NV",32,20230728,"stable",0,33.099,15.427,24.263,24.263,19.263,16.263,14.263,12.263,9.438,6.993,5.577,4.933,2.709,1.074,0.786,0.557,0.395,0.276,0.187,0.175,0.73,1.669
"114815","NV",32,20230729,"stable",0,33.564,14.938,24.251,24.251,19.251,16.251,14.251,12.261,9.51,7.111,5.713,5.074,2.85,1.173,0.863,0.605,0.412,0.274,0.179,0.26,0.86,1.823
"114816","NV",32,20230730,"stable",0.011,33.729,15.786,24.757,24.757,19.757,16.757,14.757,12.761,9.906,7.4,5.943,5.279,2.977,1.231,0.903,0.626,0.408,0.254,0.161,0.149,0.643,1.521
"114817","NV",32,20230731,"stable",0.159,33.281,15.991,24.636,24.636,19.636,16.636,14.636,12.636,9.728,7.2,5.733,5.067,2.768,1.06,0.747,0.488,0.297,0.169,0.094,0.092,0.564,1.431
"114818","NY",36,20230701,"stable",0.089,27.263,15.744,21.504,21.503,16.503,13.503,11.503,9.505,6.582,4.055,2.712,2.143,0.467,0,0,0,0,0,0,0.078,0.552,1.639
"114819","NY",36,20230702,"stable",9.262,27.578,18.128,22.853,22.853,17.853,14.853,12.853,10.853,7.853,4.937,3.281,2.596,0.625,0.003,0,0,0,0,0,0,0.084,0.743
"114820","NY",36,20230703,"stable",15.699,24.52,18.155,21.338,21.338,16.338,13.338,11.338,9.338,6.338,3.401,1.87,1.295,0.131,0.002,0,0,0,0,0,0,0.063,0.957
"114821","NY",36,20230704,"stable",7.601,26.09,18.008,22.049,22.049,17.049,14.049,12.049,10.049,7.049,4.133,2.578,1.945,0.318,0.015,0.003,0,0,0,0,0,0.084,0.896
"114822","NY",36,20230705,"stable",1.742,28.32,16.882,22.601,22.601,17.601,14.601,12.601,10.601,7.604,4.831,3.357,2.727,0.804,0.016,0,0,0,0,0,0.003,0.23,1.126
"114823","NY",36,20230706,"stable",0.642,30.531,17.631,24.081,24.081,19.081,16.081,14.081,12.081,9.081,6.208,4.589,3.887,1.642,0.255,0.086,0.02,0.001,0,0,0,0.127,0.806
"114824","NY",36,20230707,"stable",1.371,31.438,18.824,25.131,25.131,20.131,17.131,15.131,13.131,10.131,7.161,5.361,4.577,2.101,0.494,0.248,0.091,0.017,0,0,0,0.03,0.446
"114825","NY",36,20230708,"stable",8.204,27.308,16.28,21.794,21.794,16.794,13.794,11.794,9.797,6.875,4.302,2.914,2.314,0.564,0.022,0.006,0,0,0,0,0.081,0.508,1.52
"114826","NY",36,20230709,"stable",0.746,27.171,16.691,21.931,21.931,16.931,13.931,11.931,9.931,6.952,4.313,2.892,2.281,0.513,0.007,0,0,0,0,0,0.021,0.381,1.349
"114827","NY",36,20230710,"stable",20.057,25.151,17.205,21.178,21.178,16.178,13.178,11.178,9.178,6.183,3.41,2.013,1.453,0.138,0,0,0,0,0,0,0.006,0.232,1.275
"114828","NY",36,20230711,"stable",12.869,23.009,15.196,19.102,19.102,14.102,11.102,9.102,7.104,4.231,1.948,0.961,0.635,0.058,0,0,0,0,0,0,0.129,0.846,2.532
"114829","NY",36,20230712,"stable",0.596,28.474,16.294,22.384,22.384,17.384,14.384,12.384,10.384,7.403,4.746,3.343,2.734,0.853,0.027,0.003,0,0,0,0,0.019,0.362,1.35
"114830","NY",36,20230713,"stable",2.696,26.617,16.445,21.531,21.531,16.531,13.531,11.531,9.532,6.608,3.976,2.592,2.015,0.423,0.045,0.02,0.007,0.001,0,0,0.077,0.444,1.484
"114831","NY",36,20230714,"stable",10.699,28.179,15.461,21.82,21.82,16.82,13.82,11.82,9.82,6.904,4.435,3.114,2.537,0.776,0.042,0.011,0,0,0,0,0.084,0.615,1.717
"114832","NY",36,20230715,"stable",3.502,26.709,16.003,21.356,21.356,16.356,13.356,11.356,9.356,6.411,3.864,2.531,1.965,0.356,0,0,0,0,0,0,0.055,0.508,1.609
"114833","NY",36,20230716,"stable",11.07,28.992,18.612,23.802,23.802,18.802,15.802,13.802,11.802,8.802,5.857,4.143,3.407,1.149,0.058,0.006,0,0,0,0,0,0.055,0.605
"114834","NY",36,20230717,"stable",6.117,26.195,17.145,21.67,21.67,16.67,13.67,11.67,9.67,6.676,3.91,2.465,1.86,0.221,0,0,0,0,0,0,0.006,0.24,1.19
"114835","NY",36,20230718,"stable",2.871,27.611,17.346,22.478,22.478,17.479,14.478,12.478,10.478,7.481,4.651,3.153,2.518,0.629,0.012,0.002,0,0,0,0,0.003,0.173,1.039
"114836","NY",36,20230719,"stable",3.908,26.337,14.652,20.495,20.494,15.494,12.494,10.494,8.497,5.656,3.388,2.199,1.689,0.279,0.002,0,0,0,0,0,0.162,0.893,2.194
"114837","NY",36,20230720,"stable",0.092,25.901,12.928,19.414,19.415,14.415,11.415,9.42,7.48,4.923,2.92,1.846,1.387,0.148,0,0,0,0,0,0,0.509,1.506,2.973
"114838","NY",36,20230721,"stable",6.857,27.562,14.919,21.24,21.24,16.241,13.241,11.241,9.248,6.393,4.023,2.758,2.207,0.551,0.001,0,0,0,0,0,0.153,0.783,1.967
"114839","NY",36,20230722,"stable",3.147,24.556,14.231,19.394,19.394,14.394,11.394,9.394,7.394,4.592,2.486,1.425,0.993,0.093,0,0,0,0,0,0,0.198,1.092,2.599
"114840","NY",36,20230723,"stable",0.017,25.54,12.543,19.041,19.041,14.041,11.041,9.052,7.123,4.629,2.693,1.669,1.236,0.115,0,0,0,0,0,0,0.588,1.651,3.194
"114841","NY",36,20230724,"stable",0.905,27.235,14.308,20.771,20.771,15.771,12.771,10.772,8.788,5.983,3.733,2.531,2.007,0.45,0.005,0,0,0,0,0,0.212,0.962,2.236
"114842","NY",36,20230725,"stable",6.971,27.223,15.329,21.276,21.276,16.276,13.276,11.276,9.276,6.342,3.927,2.651,2.097,0.471,0.001,0,0,0,0,0,0.066,0.651,1.821
"114843","NY",36,20230726,"stable",2.618,26.257,15.508,20.883,20.883,15.883,12.883,10.883,8.883,5.939,3.481,2.227,1.7,0.252,0.001,0,0,0,0,0,0.056,0.598,1.817
"114844","NY",36,20230727,"stable",6.294,28.732,17.828,23.28,23.28,18.28,15.28,13.28,11.28,8.281,5.406,3.793,3.103,1.007,0.041,0.004,0,0,0,0,0,0.126,0.823
